"","ID","XCOO","YCOO","ELEV","COUN","ASP","GENLAN","TOPO","GROUNDVEG","TREELAY","VEG_ZONE","Date","SAMP","SPECIES","LITO","C_PAR","TOPC","WEATH","TEMP","Ag","Al","As","Au","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Pd","Pt","Rb","S","Sb","Sc","Se","Si","Sr","Th","Tl","U","V","Y","Zn"
"208",261,439250,7714700,320,"NOR","FLAT","LOWMO","TOHIFLAT","LICHEN","BIRCH","FOREST_TUNDRA",950713,"GKPCTF","HSSC",1,"TILL",38,"MIX",8,0.005,122,0.108,0.1,1.93,14.8,0.015,0.007,2790,0.037,0.24,0.52,5.15,149,0.042,3680,0.35,1440,404,0.055,44.8,2.6,1440,1.52,0.27,0.1,10.1,875,0.023,0.1,0.4,234,3.67,0.022,0.008,0.007,0.81,0.05,34.5
"209",262,617701.9,7484227,320,"FIN","NW","PLAIN","CONCLOW","","","",950712,"RPVM","HSSC",1,"TILL",42,"MIX",8,0.031,251,0.237,0.13,1.78,33.6,0.015,0.02,3350,0.128,0.27,0.75,6.25,240,0.044,3830,0.35,913,654,0.088,19.7,3.59,1120,3.59,0.56,0.1,11.7,890,0.049,0.05,0.4,286,6.3,0.028,0.017,0.013,1.93,0.05,51.9
"210",263,775411.6,7662197,180,"RUS","FLAT","RIDGE","TOP","MOSS","BIRCH","FOREST_TUNDRA",950810,"Pavlov","PSSC",4,"TILL",31,"MIX",9,0.079,259,0.186,0.39,1.84,23.8,0.015,0.038,2760,0.122,0.96,0.99,22,415,0.083,5560,0.35,1370,175,0.106,90.2,21.2,1530,4.45,2.83,0.7,9.18,1010,0.05,0.05,0.4,241,14.5,0.034,0.014,0.017,7.92,0.05,34.7
"211",264,659503,7400804,80,"RUS","FLAT","DEEPVAL","TERR","LICHEN","MIX","BOREAL_FOREST",950702,"Semenov","HSSC",1,"FLUVG",30,"DRY",15,0.03,216,0.166,0.1,2.65,19.4,0.015,0.023,3010,0.094,0.35,0.43,5.98,154,0.045,4260,0.35,1300,539,0.127,27.5,3.45,1520,2.06,0.66,0.3,9.06,934,0.034,0.05,0.4,280,6.43,0.018,0.017,0.008,1.38,0.05,33.4
"212",265,691342,7507901,150,"RUS","E","SLOPE","LOWBRLOW","MOSS","MIX","BOREAL_FOREST",950624,"Smirnov","PSSC",1,"FLUVG",40,"DRY",25,0.06,826,0.259,0.21,1.44,26.4,0.015,0.041,3400,0.099,1.16,3.91,17.3,1460,0.041,4230,2.6,1230,341,0.166,68.5,13.9,1100,3.54,4.44,0.7,12.6,855,0.036,0.3,0.4,453,8.2,0.28,0.054,0.192,4.55,0.4,22.1
"213",266,861308.9,7455904,140,"RUS","S","PLAIN","LOWBRLOW","LICHEN","PINE","BOREAL_FOREST",950715,"Semenov","PSSC",51,"FLUVG",27,"DRY",14,0.044,288,0.105,0.15,1.18,18.4,0.015,0.022,2420,0.133,0.41,0.47,7.53,205,0.059,4920,0.35,897,643,0.072,38.7,6.45,1040,4.22,1.08,0.4,18.3,816,0.041,0.05,0.4,233,9.22,0.029,0.055,0.017,2.06,0.05,34.8
"214",267,487450,7811550,70,"NOR","FLAT","LOWMO","FLATTERR","MOSS","BIRCHdense","FOREST_TUNDRA",950721,"CRTF","HSSR",10,"TILL",44,"DRY",18,0.013,88,0.084,0.15,5.24,14.3,0.015,0.004,2550,0.041,0.24,0.47,4.55,112,0.08,4110,0.35,1720,589,0.046,163,1.93,1430,1.68,0.32,0.1,6.78,734,0.013,0.05,0.4,159,15.6,0.014,0.013,0.018,0.63,0.05,34.4
"215",271,543182.4,7560945,290,"FIN","SW","FLAT","CONCLOW","","","",950818,"MLRJARP","HSDC",31,"TILL&SAP",31,"DRY",13,0.028,183,0.119,0.22,0.65,31,0.015,0.013,2870,0.072,0.21,0.43,4,150,0.081,2590,0.35,1220,305,0.065,38.1,1.9,538,3.1,0.2,0.1,7.87,676,0.027,0.05,0.4,323,21.9,0.019,0.047,0.007,1.14,0.05,25.1
"216",272,454218.7,7511966,280,"FIN","SE","PLAT","CONCLOW","MOSS","PIBI","BOREAL_FOREST",950719,"VGRSMA","HSSC",51,"TILL",40,"RAIN",14,0.034,143,0.138,0.24,0.99,15,0.015,0.015,2450,0.099,0.26,0.58,4.55,160,0.068,3930,0.35,1010,593,0.106,47.1,1.95,1310,3.46,0.22,0.1,15.2,862,0.025,0.05,0.4,169,7.36,0.02,0.064,0.006,1.52,0.05,59
"217",273,569021.8,7683944,150,"FIN","FLAT","FLAT","TOPTER","","","",950819,"MLRJARP","HSDC",20,"FLUV",40,"MIX",8,0.027,117,0.256,0.35,1.38,17.8,0.015,0.015,3060,0.071,0.49,0.6,9.63,171,0.048,3300,0.35,816,667,0.058,40.7,10.8,945,2.11,0.35,0.1,12.4,846,0.031,0.05,0.4,236,5.8,0.012,0.026,0.007,0.93,0.05,32.9
"218",274,722289,7703436,110,"RUS","","RIDGE","LOWBRLOW","MOSS","BIRCH","FOREST_TUNDRA",950812,"Semenov","HSDC",4,"TILLSAP",45,"MIX",8,0.025,110,0.181,0.3,4.23,16,0.015,0.011,2960,0.059,0.55,0.76,11.4,213,0.042,3700,0.35,1210,241,0.067,263,14.9,1270,1.59,0.98,0.1,5.38,760,0.031,0.05,0.4,155,15.8,0.019,0.01,0.008,1.87,0.05,29.3
"219",275,577964,7752850,230,"NOR","FLAT","PLAIN","FLAT","LICHEN","BIRCH","FOREST_TUNDRA",950731,"GKJHOJ","PSSC",20,"STRAT",30,"MIX",16,0.023,91.6,0.091,0.16,0.97,17.5,0.015,0.012,2720,0.065,0.34,0.43,6.68,118,0.031,5110,0.35,1170,325,0.04,68.1,6.64,1420,3.01,0.35,0.1,12.2,831,0.021,0.05,0.4,122,8.54,0.008,0.009,0.005,1.2,0.05,22.9
"220",276,664416.5,7441473,190,"RUS","S","PLAIN","UPBRLOW","MOSS","BISPRPI","BOREAL_FOREST",950703,"Semenov","HSSC",1,"TILL",40,"DRY",18,0.04,153,0.165,0.21,4.45,36,0.015,0.02,3140,0.119,0.36,0.51,7.05,153,0.055,4760,0.35,1380,514,0.157,34.4,4.2,1710,3.58,0.51,0.1,12.2,987,0.039,0.05,0.4,187,15.9,0.017,0.034,0.009,1.8,0.05,62.5
"221",277,451619.8,7653957,230,"FIN","NW","PLAIN","CONVMED","LICHEN","PIBI","BOREAL_FOREST",950718,"JARR","HSDC",6,"FLUV",35,"MIX",15,0.015,83.2,0.102,2.94,1.16,9.5,0.015,0.007,2130,0.084,0.22,0.33,4.28,85.1,0.042,3470,0.35,1030,528,0.057,59.6,2.24,1160,1.83,0.32,0.1,7.06,745,0.028,0.05,0.4,116,4.02,0.009,0.017,0.006,0.73,0.05,37.5
"222",278,725744.7,7664162,200,"RUS","SW","RIDGE","CONCLOW","GRASS","BIRCH","BOREAL_FOREST",950804,"Semenov","HSSC",20,"TILL",54,"RAIN",10,0.069,248,0.323,0.43,4.72,39.5,0.015,0.041,3280,0.226,1.07,1.03,21.7,333,0.07,4370,0.35,1230,281,0.14,145,25.7,1510,3.43,2.27,0.4,14,1050,0.068,0.05,0.4,264,30.2,0.035,0.015,0.016,5.88,0.05,53.9
"223",280,802100.7,7644396,230,"RUS","FLAT","RIDGE","TOP","MOSS","BIRCH","FOREST_TUNDRA",950801,"Pavlov","HSSC",4,"TILL",37,"DRY",19,0.052,174,0.212,0.34,3.55,14.3,0.015,0.025,2130,0.115,0.71,0.55,14.5,208,0.048,3870,0.35,1260,263,0.098,136,13.9,1460,2.68,1.86,0.2,6.9,832,0.035,0.05,0.4,185,10.4,0.022,0.015,0.009,2.34,0.05,31.5
"224",281,431278.1,7582386,320,"FIN","S","FLAT","CONVLOW","MOSS","PIBI","FOREST_TUNDRA",950724,"MLRJARR","PSDC",51,"TILL",35,"DRY",15,0.023,124,0.077,0.09,0.55,17.4,0.015,0.007,2410,0.089,0.15,0.36,3.45,97.7,0.029,4610,0.35,1080,424,0.051,30.5,1.45,1200,3.45,0.18,0.1,18.4,727,0.021,0.05,0.4,111,7.84,0.011,0.015,0.004,0.99,0.05,38.1
"225",282,773277.8,7585354,180,"RUS","W","LOWMO","LOWBRLOW","LICHEN","PIBI","BOREAL_FOREST",950621,"Smirnov","HSSC",20,"FLUVG",NA,"DRY",12,0.158,360,0.545,0.54,2.86,16.7,0.015,0.06,2290,0.246,2.85,1.22,69.1,812,0.07,3560,0.35,1040,361,0.275,69.4,62.5,925,4.36,10.3,1.8,4.83,813,0.07,0.05,0.4,328,15.9,0.054,0.041,0.029,4.21,0.05,29.7
"226",283,823504.7,7623054,230,"RUS","FLAT","PLAIN","LOWBRFLAT","LICHEN","SPARCEBI","FOREST_TUNDRA",950801,"Semenov","HSDC",20,"TILL",40,"DRY",18,0.047,158,0.198,0.18,2.54,18,0.015,0.018,2750,0.103,0.69,0.51,11.6,194,0.04,3760,0.35,1140,299,0.131,134,11.9,1040,2.16,1.83,0.2,7.9,765,0.037,0.05,0.4,272,21.3,0.032,0.014,0.012,1.6,0.05,21.9
"227",286,398441.5,7448792,200,"FIN","S","PLAIN","CONCLOW","MOSS","PIBI","BOREAL_FOREST",950822,"RPVM","HSSC",51,"TILL",57,"DRY",15,0.018,162,0.151,0.2,1.26,17.7,0.015,0.014,2600,0.068,0.69,0.73,4.83,149,0.045,3700,0.35,1010,463,0.102,49.2,1.32,1270,3.66,0.17,0.1,22.4,813,0.042,0.05,0.4,184,6.18,0.027,0.045,0.008,1.32,0.05,38.9
"228",287,575400,7837000,230,"NOR","FLAT","RIDGE","FLAT","MOSS","","DWARF_SHRUB_TUNDRA",950727,"GKJHOJ","HSRC",9,"SAP",NA,"MIX",10,0.024,248,0.184,NA,3.8,88.3,0.3,0.015,4720,0.057,0.33,0.32,5.21,211,0.066,2690,0.35,1930,42.5,0.066,173,3.13,748,4.08,NA,NA,1.48,781,0.043,0.05,0.4,195,45.5,0.026,0.01,0.064,1.13,0.8,11.7
"229",288,671947.9,7517172,150,"RUS","S","RIDGE","LOWBRLOW","LICHEN","PIBI","BOREAL_FOREST",950623,"Semenov","PSSC",1,"TILL",45,"DRY",20,0.05,196,0.18,0.13,2.46,15.3,0.015,0.027,2810,0.095,0.6,0.51,10,323,0.03,4090,0.35,900,564,0.088,57.6,7.58,964,3.23,1.31,0.1,24.2,813,0.045,0.05,0.4,234,10.4,0.03,0.181,0.011,2.61,0.05,23.4
"230",289,577870,7764150,200,"NOR","FLAT","DEEPVAL","FLATTER","LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",950730,"JHOJTV","PSSC",20,"FLUV",30,"DRY",23,0.033,203,0.311,0.2,1.52,23.8,0.015,0.024,2470,0.108,0.49,0.67,11.6,296,0.079,3880,0.35,1360,296,0.098,113,10.7,1100,6.73,0.71,0.1,6.22,889,0.057,0.05,0.4,228,13.4,0.03,0.018,0.014,1.98,0.05,46.5
"231",290,540833.3,7464386,220,"FIN","FLAT","PLAIN","FLAT","","","",950710,"RPVM","HSSC",51,"TILL",36,"RAIN",10,0.027,407,0.242,0.11,1.2,16.9,0.015,0.021,2440,0.099,0.38,1.87,5.74,448,0.055,3000,0.35,909,450,0.123,49.9,3.12,962,4.55,0.49,0.1,10.2,828,0.05,0.1,0.4,412,4.33,0.064,0.072,0.021,2.44,0.1,46.1
"232",291,786258.3,7573949,240,"RUS","SE","SLOPE","LOWBRMED","LICHEN","MIX","BOREAL_FOREST",950621,"Smirnov","HSDC",20,"TILL",22,"DRY",20,0.097,253,0.328,NA,1.68,16.7,0.015,0.037,2480,0.14,1.44,0.72,31.9,376,0.039,4650,0.7,1200,468,0.166,34.4,31.2,1520,2.89,NA,NA,12.8,852,0.049,0.05,0.4,258,11.3,0.043,0.05,0.018,2.41,0.1,29.4
"233",292,810466.7,7492623,140,"RUS","FLAT","FLAT","FLAT","LICHEN","PIBI","BOREAL_FOREST",950628,"Smirnov","PSSC",1,"FLUVG",40,"MIX",12,0.06,540,0.205,0.16,1.18,22.4,0.015,0.024,2280,0.126,1.03,0.74,21.1,405,0.039,4290,1.4,822,503,0.094,64.6,20.3,1290,5.67,3.23,0.7,19,876,0.058,0.05,0.4,382,27.3,0.046,0.062,0.034,3.14,0.3,34.2
"234",293,440300,7661120,260,"NOR","FLAT","FLAT","FLAT","LICHEN","BIRCH","FOREST_TUNDRA",950716,"JHOJTV","PSRC",51,"TILL",24,"DRY",19,0.022,130,0.109,0.14,0.72,24,0.015,0.012,2570,0.129,0.39,0.32,3.92,110,0.044,3480,0.35,911,326,0.052,12.5,2.39,1200,3.11,0.39,0.1,9.85,760,0.034,0.05,0.4,120,13.9,0.009,0.008,0.002,0.81,0.05,53.6
"235",295,454768.5,7627518,312,"FIN","E","FLAT","CONVLOW","LICHEN","BIPI","BOREAL_FOREST",950724,"MLRMAVG","HSSC",31,"TILL",37,"DRY",12,0.025,250,0.118,2.54,0.76,30.8,0.09,0.008,3670,0.05,0.9,0.29,4.85,181,0.046,3180,0.35,899,169,0.076,47.8,3.77,981,2.2,0.31,0.1,13.7,732,0.018,0.05,0.4,98.7,22.9,0.009,0.037,0.006,0.83,0.1,22.8
"236",296,641473.9,7664538,180,"RUS","NW","RIDGE","FLATRUG","MOSS","BIRCH","FOREST_TUNDRA",950816,"Semenov","PSDC",21,"FLUVG",30,"MIX",14,0.03,150,0.395,0.95,2.4,17.9,0.015,0.019,2850,0.129,1.52,1,24.5,333,0.035,5710,0.35,1200,401,0.049,164,40,1560,2.72,0.76,0.1,13.3,1080,0.062,0.05,0.4,165,9.74,0.015,0.017,0.002,1.29,0.05,31.8
"237",297,664277.3,7655418,220,"RUS","SE","RIDGE","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950816,"Semenov","HSDC",22,"FLUVG",35,"MIX",15,0.038,149,0.295,0.2,2.53,23.9,0.015,0.019,2550,0.086,0.88,0.69,15.6,237,0.051,3690,0.35,985,418,0.077,60.5,19.9,1270,2.68,0.79,0.2,7.09,901,0.049,0.05,0.4,171,9.89,0.018,0.093,0.006,1.51,0.05,23.4
"238",298,516693.2,7620271,235,"FIN","N","PLAIN","CONCLOW","MOSS","PISPR","BOREAL_FOREST",950613,"MLRRPJA","HSDR",31,"TILL",50,"DRY",21,0.023,145,0.17,0.08,1.07,17.5,0.015,0.013,2510,0.062,0.27,0.48,5.45,146,0.068,3200,0.35,1070,593,0.066,5,3.22,1120,2.64,0.56,0.1,6.97,826,0.037,0.05,0.4,125,6.66,0.027,0.029,0.006,1.05,0.05,29.9
"239",301,677413.7,7710985,180,"RUS","FLAT","SLOPE","TOP","LICHEN","BIRCH","FOREST_TUNDRA",950820,"Smirnov","PS",21,"FLUVG",25,"RAIN",6,0.142,267,0.631,1.31,2.64,18.7,0.015,0.031,2780,0.16,3.54,3.82,67.4,1170,0.089,5690,0.35,1610,160,0.1,402,115,1360,4.77,1.41,0.3,6.1,1300,0.046,0.05,0.4,404,13.4,0.033,0.011,0.015,3.28,0.05,43.1
"240",302,636100,7731000,110,"NOR","FLAT","LOWMO","FLAT","LICHEN","BIRCH","FOREST_TUNDRA",950728,"CRTF","PSSC",20,"TILL",37,"MIX",14,0.056,240,0.8,0.33,0.91,15.9,0.015,0.034,2230,0.168,3.9,3.5,73.7,1190,0.054,5440,0.35,1210,227,0.088,85.8,110,1400,4.95,2.09,0.5,9.09,1250,0.063,0.05,0.4,256,8.6,0.037,0.018,0.023,2.75,0.05,31.8
"241",304,670534,7575024,160,"RUS","SE","PLAIN","LOWBRLOW","MOSS","SPRBI","BOREAL_FOREST",950801,"Smirnov","HSDR",32,"TILL",NA,"MIX",17,0.033,214,0.186,0.08,2.98,15.5,0.015,0.018,2370,0.098,0.42,0.76,7.56,286,0.04,3480,0.35,969,432,0.069,58,5.98,1020,2.7,0.55,0.6,5.79,753,0.026,0.05,0.4,267,5.9,0.032,0.021,0.008,1.89,0.05,28.3
"242",306,423290,7681750,300,"NOR","FLAT","FLAT","FLAT","LICHEN","SPARCEBI","FOREST_TUNDRA",950718,"JHPCTF","PSDC",51,"FLUVG",70,"MIX",13,0.02,107,0.092,0.07,0.25,18.9,0.015,0.007,2710,0.064,0.19,0.28,3.42,84.3,0.033,4240,0.35,1020,620,0.03,30.7,2.26,1230,1.85,0.18,0.1,16.1,719,0.025,0.05,0.4,96.4,6.44,0.008,0.007,0.002,0.61,0.05,33.9
"243",307,414237,7783469,90,"NOR","SW","PLAIN","UPBRLOW","MOSS","BIPI","FOREST_TUNDRA",950721,"JHRBTV","HSDR",10,"FLUVG",25,"DRY",16,0.022,160,0.136,0.19,3.29,21,0.015,0.011,3100,0.036,0.18,0.46,4.63,147,0.071,3380,0.35,1150,657,0.058,92,1.64,1110,2.92,0.25,0.1,8.38,860,0.057,0.05,0.4,150,9.69,0.023,0.022,0.009,0.94,0.05,32.1
"244",308,586314.7,7417705,280,"FIN","NW","PLAIN","CONCMED","MOSS","SPRPIBI","BOREAL_FOREST",950711,"RPVM","HSSC",52,"TILL",43,"DRY",11,0.027,178,0.167,0.07,1.12,21,0.015,0.018,2820,0.095,0.26,0.63,5.55,156,0.049,3640,0.35,983,519,0.094,31.1,2.58,1140,3.34,0.41,0.1,6.45,828,0.055,0.05,0.4,202,4.04,0.029,0.022,0.01,1.36,0.05,46.1
"245",309,623348.2,7656730,160,"RUS","N","PLAIN","LOWBRLOW","MOSS","PIBI","BOREAL_FOREST",950824,"Semenov","PSDR",22,"TILL",35,"MIX",15,0.041,189,0.283,0.16,4.97,15.1,0.015,0.022,2340,0.135,0.79,0.64,15.3,194,0.029,5760,0.35,1030,437,0.042,208,21.8,1360,2.58,0.71,0.1,11.4,1050,0.132,0.05,0.4,174,6.33,0.018,0.012,0.004,1.08,0.05,35.8
"246",310,393750,7779400,285,"NOR","NE","PLAIN","FLAT","MOSS","BIRCH","FOREST_TUNDRA",950716,"CRPCTF","HSSC",10,"TILL",52,"DRY",14,0.014,70.8,0.076,0.19,3.76,18.4,0.015,0.005,2760,0.025,0.15,0.29,3.93,73.2,0.054,3470,0.35,1590,259,0.047,94,1.17,1290,1.4,0.17,0.1,3.95,802,0.022,0.05,0.4,56.2,9.25,0.009,0.008,0.006,0.48,0.05,26.1
"247",311,764711.3,7568026,160,"RUS","FLAT","PLAIN","FLAT","SHRUBS","PIBI","BOREAL_FOREST",950718,"Smirnov","HSSC",20,"FLUVG",62,"DRY",17,0.215,969,0.861,0.63,6.9,30.7,0.04,0.091,3570,0.646,4.37,2.7,103,3170,0.062,4010,2,1170,373,0.503,107,87.6,1400,7.24,11.7,2.6,7.7,1000,0.119,0.1,0.4,427,64.4,0.127,0.055,0.079,10.4,0.4,30.3
"248",313,774310,7513852,320,"RUS","S","LOWMO","UPBRMED","MOSS","BISPRPI","BOREAL_FOREST",950627,"Smirnov","HSSC",52,"TILLSAP",70,"MIX",10,0.162,4850,2.4,0.2,21.6,93.7,0.28,0.065,9320,0.289,3.61,7.32,50.3,3350,0.082,5970,35.2,1480,180,0.632,556,56.1,3800,5.83,3.67,1.2,11.5,1120,0.18,0.5,1.23,843,435,0.636,0.06,0.298,15.1,5.9,51.9
"249",317,593311.9,7497672,285,"FIN","NE","PLAIN","CONCLOW","MOSS","SPRBIPI","BOREAL_FOREST",950706,"RPVM","HSSC",1,"TILL",30,"DRY",11,0.028,202,0.187,0.15,1.33,17.8,0.015,0.013,2580,0.069,0.22,0.65,5.6,174,0.059,3800,0.35,846,414,0.082,30.4,3.06,1130,3.25,0.57,0.1,12.2,790,0.047,0.05,0.4,203,8.42,0.02,0.047,0.008,1.49,0.05,42.1
"250",318,538800,7818200,90,"NOR","SE","LOWMO","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950723,"CRTF","PSDC",10,"TILL",36,"RAIN",10,0.024,141,0.08,0.11,1.85,16.9,0.015,0.007,2880,0.065,0.23,0.41,4,141,0.031,4700,0.35,1660,215,0.035,126,2.93,1340,2.56,0.36,0.1,4.34,622,0.025,0.05,0.4,129,12.4,0.017,0.006,0.006,0.71,0.05,35.4
"251",320,430500,7813700,80,"NOR","SE","SLOPE","CONVMED","MOSS","BIRCH","FOREST_TUNDRA",950714,"CRGKPCTF","HSSC",10,"TILL",54,"DRY",13,0.02,116,0.082,0.29,3.85,18.2,0.015,0.015,2730,0.04,0.18,0.39,4.43,110,0.046,3650,0.35,1370,430,0.043,103,1.44,1110,1.48,0.4,0.3,5.9,689,0.055,0.05,0.4,104,10.2,0.02,0.012,0.009,0.65,0.05,25.5
"252",322,763904.1,7496752,140,"RUS","W","RIDGE","LOWBRLOW","MOSS","PINE","BOREAL_FOREST",950716,"Semenov","PSDR",1,"TILL",25,"DRY",14,0.189,697,0.57,0.5,4.79,16.2,0.015,0.046,2500,0.222,3.05,1.33,68.3,3240,0.056,5930,4.4,750,349,0.283,93.4,59.9,1690,4.5,8.09,2.3,29.9,1010,0.119,0.05,0.4,313,55.3,0.049,0.059,0.028,4.79,0.7,24.1
"253",323,615300,7717500,20,"NOR","E","RIDGE","CONCLOW","MOSS","PIBI","BOREAL_FOREST",NA,"CRTF","HSSR",20,"TILL",35,"DRY",20,0.045,245,0.712,1.05,2.34,15.8,0.015,0.024,2530,0.113,2.54,1.94,46.5,789,0.059,3780,0.35,1030,512,0.095,57.3,67.6,1220,2.63,1.59,0.5,7.21,889,0.046,0.05,0.4,233,7.22,0.012,0.065,0.009,1.61,0.05,28.4
"254",324,668497.2,7640053,240,"RUS","FLAT","RIDGE","TOPFLAT","MOSS","PIBI","BOREAL_FOREST",950816,"Pavlov","HSDC",22,"TILL",39,"MIX",18,0.033,170,0.263,0.13,7.79,20.9,0.015,0.017,2940,0.076,0.67,0.67,14,210,0.051,4520,0.35,1220,332,0.068,157,16.4,1520,1.83,1.06,0.3,10.4,977,0.045,0.05,0.4,162,10.6,0.015,0.016,0.006,1.33,0.05,32.1
"255",325,803802.3,7520843,240,"RUS","E","RIDGE","UPBRLOW","MOSS","PINE","BOREAL_FOREST",950629,"Smirnov","HSDC",20,"FLUVG",56,"RAIN",10,0.058,3680,0.27,0.14,7.48,50.6,0.28,0.026,4400,0.115,0.87,1.81,11,1320,0.041,5070,18.5,805,344,0.234,336,14.7,1980,4.2,1.23,0.7,18.7,876,0.047,0.1,0.4,674,225,0.45,0.025,0.16,22.9,3,39.9
"256",326,640005.1,7507737,200,"RUS","NW","RIDGE","LOWBRMED","LICHEN","PINE","BOREAL_FOREST",950804,"Smirnov","HSSC",1,"FLUVG",85,"MIX",15,0.064,256,0.203,0.41,4.44,28,0.015,0.024,3920,0.136,0.48,0.86,8.55,432,0.044,4330,0.35,994,241,0.213,103,5.91,1360,2.53,0.71,0.3,3.95,825,0.043,0.05,0.4,344,40.9,0.051,0.013,0.016,4.96,0.05,26.6
"257",327,767356.3,7459077,100,"RUS","FLAT","PLAIN","FLAT","LICHEN","PIBI","BOREAL_FOREST",950706,"Smirnov","HSSC",32,"FLUVG",23,"DRY",15,0.072,359,0.266,0.24,6.9,18.3,0.015,0.027,4240,0.131,0.8,0.58,16,300,0.071,4180,0.35,846,339,0.136,42.4,14.6,1180,4.07,2.32,0.6,11.1,916,0.063,0.05,0.4,247,21.6,0.027,0.085,0.013,2.75,0.05,30.9
"258",331,749014.1,7456396,60,"RUS","FLAT","PLAIN","FLAT","MOSS","PINE","BOREAL_FOREST",950706,"Smirnov","HSSC",32,"FLUVG",55,"DRY",15,0.089,490,0.301,0.4,8.24,22.6,0.015,0.037,3420,0.179,0.88,0.76,17.3,352,0.062,6070,0.35,1250,581,0.168,77.1,13.7,1840,5.29,2.14,0.6,29.6,1110,0.156,0.05,0.4,242,14,0.026,0.099,0.012,4.2,0.05,39.4
"259",332,414790,7673853,430,"NOR","FLAT","FLAT","FLAT","LICHEN","BIRCH","FOREST_TUNDRA",950717,"CROJTV","PSDC",51,"TILL",46,"DRY",20,0.036,410,0.099,0.11,1.12,27.4,0.015,0.008,2590,0.089,0.26,0.45,3.88,110,0.051,4120,0.35,1210,288,0.053,32.4,2.29,1180,2.64,0.3,0.3,12.7,812,0.027,0.05,0.4,182,9.06,0.009,0.015,0.007,0.72,0.05,49.2
"260",333,808244.3,7663809,190,"RUS","FLAT","PLAIN","TOP","LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",950727,"Semenov","PSSC",4,"TILL",60,"DRY",18,0.078,252,0.169,0.28,5.19,22.7,0.015,0.041,2680,0.134,0.91,0.74,18.4,287,0.047,5140,0.35,1200,289,0.085,134,19.2,1240,3.92,2.48,0.6,7.66,788,0.046,0.05,0.4,210,12.2,0.024,0.012,0.012,3.06,0.05,27.4
"261",334,557350,7779850,55,"NOR","FLAT","LOWMO","FLATTERR","MOSS","BIRCH","SHRUB_TUNDRA",950725,"CRTF","HSDC",9,"FLUVG",51,"DRY",13,0.018,245,0.136,0.59,1.47,16.2,0.015,0.005,2360,0.04,0.4,0.63,5.86,317,0.039,3670,0.35,1180,373,0.064,78.5,4.79,1300,1.76,0.2,0.1,7.18,669,0.026,0.05,0.4,294,7.98,0.039,0.01,0.009,1.27,0.05,20.9
"262",335,545131.6,7408759,210,"FIN","NE","PLAIN","CONCLOW","","","",950704,"RPVM","HSSC",7,"TILL",41,"DRY",22,0.023,205,0.149,1.44,1.02,12.1,0.015,0.031,2190,0.089,0.22,0.7,4.41,172,0.052,3590,0.35,712,592,0.08,30.3,1.94,859,3.69,1.22,0.2,19.2,765,0.03,0.05,0.4,212,3.59,0.021,0.079,0.008,1.48,0.05,23
"263",336,762263.1,7640392,200,"RUS","W","RIDGE","LOWBRLOW","MOSS","BISPR","FOREST_TUNDRA",950804,"Semenov","HSSC",21,"TILL",30,"RAIN",10,0.097,259,0.368,2.26,7.39,19.4,0.015,0.053,3170,0.186,1.21,0.99,28.9,387,0.07,4200,0.35,1170,250,0.2,213,29.3,1370,2.97,4.7,1.1,7.67,949,0.062,0.05,0.4,236,14.9,0.045,0.017,0.021,4.75,0.05,32.3
"264",337,826525.7,7555043,270,"RUS","N","HIMO","CONCRUG","LICHEN","BIRCH","SHRUB_TUNDRA",950730,"Semenov","HSDC",83,"TILLSAP",30,"DRY",18,0.096,518,0.276,0.34,4.3,25,0.13,0.034,2400,0.126,0.63,0.57,13.6,199,0.048,5200,2.9,1050,555,0.146,197,14.8,1600,2.9,2.62,0.7,19.2,886,0.059,0.05,0.4,264,86.5,0.381,0.009,0.091,2.61,0.5,41.7
"265",338,729668.5,7571646,180,"RUS","NW","LOWMO","CONCLOW","LICHEN","BIPI","BOREAL_FOREST",950823,"Semenov","PSSC",20,"TILL",30,"RAIN",8,0.242,246,0.316,1.04,5.94,25.1,0.015,0.155,3160,0.425,3.13,1.19,56.4,323,0.085,6720,0.35,1090,646,0.292,133,78,1700,3.42,14,3,16.4,989,0.128,0.05,0.4,208,11.9,0.028,0.026,0.013,2.67,0.05,42.4
"266",339,484940,7858159,40,"NOR","FLAT","LOWMO","FLATTERR","MOSS","","TUNDRA",950719,"GKOJTF","PSSC",10,"TILLSAP",40,"DRY",12,0.026,134,0.113,0.14,1.95,22.3,0.015,0.011,2610,0.054,0.15,0.39,3.71,142,0.066,4060,0.35,1610,120,0.07,182,1.78,763,3.99,0.45,0.1,5.41,658,0.027,0.05,0.4,151,15.6,0.02,0.012,0.017,1.17,0.05,17
"267",340,679227.9,7650552,240,"RUS","S","RIDGE","LOWBRLOW","MOSS","SPRBI","BOREAL_FOREST",950818,"Semenov","HSDC",7,"TILL",36,"DRY",14,0.039,157,0.266,0.31,2.59,17.8,0.015,0.012,2610,0.076,0.7,0.7,16.3,222,0.045,4250,0.35,1000,322,0.072,65.2,20,1360,2.09,1.26,0.3,12.1,874,0.031,0.05,0.4,169,14.9,0.016,0.017,0.008,1.65,0.05,28.1
